generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
13253,7588,28177.5295,7979.5834,27224.3214,-7277.7682,-14.9698,-13.9523,1.7500,52.235,95.68,94.53
13274,7600,28224.0230,7992.7498,27267.0714,-7297.8724,-14.9868,-15.0368,1.7500,52.335,100.20,99.06
13295,7612,28267.3932,8005.0318,27311.3214,-7300.2849,-14.9683,-13.8656,1.7500,52.433,97.12,95.91
13316,7624,28313.8864,8018.1982,27354.0714,-7320.3890,-14.9852,-14.5453,1.7500,52.531,98.64,97.48
13337,7636,28357.2569,8030.4803,27398.3214,-7322.8015,-14.9668,-13.8656,1.7500,52.629,97.83,96.63
13358,7648,28403.7499,8043.6467,27441.0714,-7342.9057,-14.9837,-14.4793,1.7500,52.726,97.29,96.15
13379,7660,28447.1206,8055.9288,27485.3214,-7345.3182,-14.9654,-14.4793,1.7500,52.822,95.95,94.80
13398,7672,28489.7191,8067.9922,27524.3214,-7364.3707,-14.9822,-14.4739,1.5833,52.920,97.93,96.84
13420,7684,28536.3237,8081.1902,27569.3214,-7376.4951,-14.9823,-15.0941,1.8333,53.018,97.50,96.30
13442,7696,28583.4770,8094.5435,27615.0714,-7387.9390,-14.9808,-14.4793,1.8333,53.115,97.54,96.33
13463,7708,28626.8481,8106.8257,27659.3214,-7390.3515,-14.9625,-14.4793,1.7500,53.212,96.44,95.27
13484,7720,28673.3405,8119.9919,27702.0714,-7410.4557,-14.9793,-14.4793,1.7500,53.309,96.96,95.80
13505,7732,28716.7119,8132.2742,27746.3214,-7412.8682,-14.9611,-13.9221,1.7500,53.405,96.70,95.52
13526,7744,28763.2041,8145.4403,27789.0714,-7432.9723,-14.9778,-14.4793,1.7500,53.502,96.99,95.83
13547,7756,28806.5757,8157.7227,27833.3214,-7435.3848,-14.9597,-14.4793,1.7500,53.600,98.10,96.93
13567,7768,28852.1727,8170.6353,27876.0714,-7452.0249,-14.9697,-14.4793,1.6667,53.698,97.39,96.26
13589,7780,28896.4395,8183.1712,27920.3214,-7457.9015,-14.9583,-14.4793,1.8333,53.795,97.27,96.08
13610,7792,28942.4097,8196.1895,27962.9286,-7476.5210,-14.9722,-14.3909,1.7500,53.891,95.89,94.75
13631,7804,28986.3033,8208.6197,28007.3214,-7480.4181,-14.9569,-13.9221,1.7500,53.989,97.71,96.57
13650,7816,29028.9005,8220.6828,28046.3214,-7499.4707,-14.9734,-15.0941,1.5833,54.086,97.72,96.62
