generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
622298,341185,985504.9399,310467.1277,964017.3464,-204666.1475,-11.9861,-11.8884,1.9167,3445.571,120.96,119.67
624492,342386,988978.3615,311561.3720,967415.9410,-205383.2468,-11.9859,-11.6677,1.8333,3457.942,125.50,124.21
626683,343588,992449.6269,312654.9372,970810.1416,-206110.6602,-11.9862,-12.1769,1.7500,3470.301,125.69,124.42
628874,344789,995919.5164,313748.0688,974204.7949,-206829.3156,-11.9861,-12.3925,1.7500,3482.643,122.18,120.92
631069,345992,999395.4086,314843.0914,977604.6166,-207552.5315,-11.9862,-12.2955,1.9167,3495.002,125.91,124.58
633262,347193,1002867.0296,315936.7686,981001.3406,-208269.7711,-11.9860,-11.5011,1.9167,3507.370,122.04,120.68
635451,348394,1006334.7401,317029.2138,984392.7435,-208993.2452,-11.9862,-12.4247,1.7500,3519.735,125.33,124.07
637643,349595,1009806.6136,318122.9704,987788.7399,-209715.1275,-11.9862,-12.3589,1.7500,3532.126,122.61,121.40
639836,350796,1013278.9567,319216.8750,991185.6661,-210434.8919,-11.9862,-11.9419,1.9167,3544.471,122.15,120.83
642030,351997,1016752.3523,320311.1112,994584.2345,-211151.9893,-11.9859,-11.4906,1.8333,3556.818,118.59,117.30
644216,353199,1020214.2842,321401.7359,997969.8110,-211875.0820,-11.9861,-12.0239,1.7500,3569.165,123.47,122.20
646402,354399,1023676.8501,322492.5604,1001357.2093,-212592.6454,-11.9861,-11.7236,1.9167,3581.536,125.72,124.38
648598,355601,1027155.4137,323588.4246,1004759.6062,-213316.5947,-11.9862,-12.0043,1.9167,3593.948,121.76,120.46
650786,356801,1030618.1412,324679.3000,1008147.8183,-214031.1035,-11.9859,-11.8999,1.8333,3606.297,123.48,122.17
652981,358003,1034096.3286,325775.0457,1011548.4079,-214761.7540,-11.9864,-12.3160,1.5833,3618.647,122.14,120.96
655175,359204,1037570.2022,326869.4325,1014946.7556,-215482.1926,-11.9863,-12.6274,1.9167,3630.982,123.75,122.46
657365,360405,1041039.1922,327962.2808,1018340.4760,-216200.9117,-11.9862,-11.7455,1.8333,3643.328,122.44,121.17
659553,361606,1044503.9907,329053.8086,1021729.3743,-216922.1600,-11.9863,-11.9850,1.7500,3655.669,125.34,124.14
661735,362807,1047958.4032,330142.0644,1025108.0063,-217641.7545,-11.9864,-12.7847,1.8333,3668.032,123.09,121.83
663932,364009,1051437.9668,331238.2437,1028512.8329,-218359.0747,-11.9861,-11.9556,1.9167,3680.401,124.93,123.63
666119,365209,1054903.2312,332329.9183,1031901.8697,-219081.9148,-11.9863,-11.7989,1.7500,3692.756,121.92,120.69
668319,366411,1058385.5793,333426.9748,1035307.9418,-219806.7760,-11.9864,-12.4142,1.8333,3705.142,123.63,122.34
